title,description,author,isbn10,isbn13,publish_date,edition,best_seller,top_rated ,rating,review_count,price,,,,,,,,,,,,,,
Sculpting the Blender Way,"Explore Blender's 3D sculpting workflows and latest features, including Face Sets, Mesh Filters, and the Cloth brush",Xury Greer,1801073872,978-1801073875,2022-01-28,1,No,No,4.4,32,$36.99,,,,,,,,,,,,,,
Unreal Engine from Zero to Proficiency (Foundations),A Step-by-step guide to your first game with Unreal Engine,patrick Felicia,,979-8841841012,2022-07-21,1,No,No,4.6,7,$22.00,,,,,,,,,,,,,,
Learn Blender Simulations the Right Way,"Create attractive and realistic animations with Mantaflow, rigid and soft bodies, and Dynamic Paint",Stephen Pearson,1803234156,978-1803234151,2022-11-18,1,No,No,5,11,$31.49,,,,,,,,,,,,,,
Elevating Game Experiences with Unreal Engine 5,"Bring your game ideas to life using the new Unreal Engine 5 and C++, 2nd Edition",Goncalo Marques,1803239867,978-1803239866,2022-09-23,1,No,No,4.2,19,$44.54,,,,,,,,,,,,,,
Learn C++ Quickly,"A Complete Beginner’s Guide to Learning C++, Even If You’re New to Programming (Crash Course With Hands-On Project)",Code Quickly,1951791622,978-1951791629,2020-07-29,1,No,No,4.4,394,$17.99,,,,,,,,,,,,,,
Indie Games,From Dream to Delivery,Don L. Daglow,0996781552,978-0996781558,2018-02-18,1,No,No,4.6,114,$34.99,,,,,,,,,,,,,,
.NET MAUI Cross-Platform Application Development,Leverage a first-class cross-platform UI framework to build native apps on multiple platforms, Roger Ye,180056922X,978-1800569225,2023-01-27,1,No,No,4.1,12,$30.71,,,,,,,,,,,,,,
Information Technology Essentials Volume 2,The Beginner's Guide to C#,Eric Frick,1733009485,978-1733009485,2021-09-17,1,No,No,4.7,12,$16.99,,,,,,,,,,,,,,
Fundamentals of Information Security,A Complete Go-to Guide for Beginners to Understand All the Aspects of Information Security,Sanil Nadkarni,9389328403,978-9389328400,2020-11-11,1,No,No,4,15,$19.95,,,,,,,,,,,,,,
A Programmer's Guide to Computer Science,A virtual degree for the self-taught developer,Dr. William M Springer II ,195120400X,978-1951204006,2019-07-28,1,Yes,No,4.4,300,$26.99,,,,,,,,,,,,,,
Network Security,Private Communication in a Public World (Prentice Hall Series in Computer Networking and Distributed Systems), Charlie Kaufman,0136643604,978-0136643609,2022-09-26,3,No,No,4.3,4,$69.99,,,,,,,,,,,,,,
MS-700 Managing Microsoft Teams Exam Guide,"Configure and manage Microsoft Teams workloads and achieve Microsoft 365 certification with ease, 2nd Edition ", Peter Rising,1803233389,978-1803233383,2022-05-26,2,No,No,5,5,$44.99,,,,,,,,,,,,,,
RMF Security Control Assessor,NIST 800-53A Security Control Assessment Guide (NIST 800 Cybersecurity), Bruce Brown,,979-8389537262,2023-04-02,1,No,No,4.9,41,$40.00,,,,,,,,,,,,,,
Microsoft 365 Certified Fundamentals MS-900 Exam Guide,"Understand the Microsoft 365 platform from concept to execution and pass the MS-900 exam with confidence, 2nd Edition", Aaron Guilmette,1803231165,978-1803231167,2021-12-30,2,No,No,4.5,39,$41.99,,,,,,,,,,,,,,
Mastering Windows Server 2019,"The complete guide for system administrators to install, manage, and deploy new capabilities with Windows Server 2019, 3rd Edition", Jordan Krause,1801078319,978-1801078313,2021-07-29,3,No,No,4.6,58,$39.99,,,,,,,,,,,,,,
Mastering Windows Group Policy,Control and secure your Active Directory environment with Group Policy, Jordan Krause,1789347394,978-1789347395,2018-11-30,1,No,No,4.7,79,$41.99,,,,,,,,,,,,,,
"Learn PowerShell in a Month of Lunches, Fourth Edition","Covers Windows, Linux, and macOS",Travis Plunk,1617296961,978-1617296963,2022-04-26,4,Yes,No,4.6,1036,$35.99,,,,,,,,,,,,,,
Linux for Beginners,Why You're Not Using Linux yet and How to Overcome Command Line Fear, Nathan Clark,,979-8581926437,2020-12-15,1,No,No,4.4,238,$19.99,,,,,,,,,,,,,,
Windows PowerShell and Scripting for Beginners,Complete Beginners Guide to learn Windows PowerShell and its Scripting, David Coding,,979-8626496956,2020-03-16,1,No,No,3.5,70,$17.99,,,,,,,,,,,,,,
"CompTIA Network+ Certification All-in-One Exam Guide, Eighth Edition (Exam N10-008) (CompTIA Network + All-In-One Exam Guide)",, Scott Jernigan,1264269056,978-1264269051,2022-03-28,8,Yes,No,4.8,429,$45.99,,,,,,,,,,,,,,
A Programmer's Guide to Computer Science Vol. 2,A virtual degree for the self-taught developer, William M. Springer II,1951204042,978-1951204044,2020-08-11,1,No,No,4.3,63,$19.99,,,,,,,,,,,,,,
Workflow Automation with Microsoft Power Automate,"Use business process automation to achieve digital transformation with minimal code, 2nd Edition",Aaron Guilmette ,,978-1803237671,2022-08-19,2,No,No,4.4,50,$34.09,,,,,,,,,,,,,,
Linux for Beginners, Practical and Comprehensive Guide to Learn Linux Operating System and Master Linux Command Line. Contains Self-Evaluation Tests to Verify Your Learning Level,Ethem Mining,1671228081,978-1671228085,2019-12-03,1,No,No,4.3,364,$16.90,,,,,,,,,,,,,,
CompTIA Security+ Certification Kit,Exam SY0-601, Mike Chapple,1119794005,978-1119794004,2021-02-09,1,No,No,4.7,671,$52.99,,,,,,,,,,,,,,
CompTIA Security+ Get Certified Get Ahead,SY0-601 Study Guide, Darril Gibson,,979-8748708180,2021-06-01,1,Yes,No,4.7,1457,$33.45,,,,,,,,,,,,,,
Automate Your Busywork,"Do Less, Achieve More, and Save Your Brain for the Big Stuff",Aytekin Tank,1119901731,978-1119901730,2023-05-16,1,No,No,4.1,13,$19.89,,,,,,,,,,,,,,
Mastering Windows Security and Hardening,"Secure and protect your Windows environment from cyber threats using zero-trust security principles, 2nd Edition", Mark Dunkerley,180323654X,978-1803236544,2022-08-19,2,No,No,4.8,14,$49.99,,,,,,,,,,,,,,
Mastering Linux Security and Hardening,"A practical guide to protecting your Linux system from cyber attacks, 3rd Edition", Donald A. Tevault,1837630518,978-1837630516,2023-02-28,3,No,No,5,16,$44.99,,,,,,,,,,,,,,
An Ethical Guide to Cyber Anonymity,"Concepts, tools, and techniques to protect your anonymity from criminals, unethical hackers, and governments", Kushantha Gunawardana,1801810214,978-1801810210,2022-12-16,1,No,No,5,4,$34.99,,,,,,,,,,,,,,
Active Directory Administration Cookbook,"Proven solutions to everyday identity and authentication challenges for both on-premises and the cloud, 2nd Edition", Sander Berkouwer,1803242507,978-1803242507,2022-07-15,2,No,No,5,6,$49.99,,,,,,,,,,,,,,
PowerShell for Sysadmins,Workflow Automation Made Easy,Adam Bertram,1593279183,978-1593279189,2020-02-04,1,No,No,4.7,759,$28.49,,,,,,,,,,,,,,
Gray Hat Hacking,"The Ethical Hacker's Handbook, Sixth Edition",Allen Harper,1264268947,978-1264268948,2022-03-09,6,No,No,4.8,85,$47.95,,,,,,,,,,,,,,
Mastering PowerShell Scripting,"Automate and manage your environment using PowerShell 7.1, 4th Edition", Chris Dent ,1800206542,978-1800206540,2021-06-29,4,No,No,4.6,95,$44.19,,,,,,,,,,,,,,
Mastering Microsoft Endpoint Manager,"Deploy and manage Windows 10, Windows 11, and Windows 365 on both physical and cloud PCs", Christiaan Brinkhoff,1801078998,978-1801078993,2021-10-07,1,No,No,4.7,108,$40.63,,,,,,,,,,,,,,
Active Directory Administration Cookbook,"Actionable, proven solutions to identity management and authentication on servers and in the cloud",Sander Berkouwer,1789806984,978-1789806984,2019-05-03,1,No,No,4.7,48,$69.99,,,,,,,,,,,,,,
Mastering Active Directory,"Design, deploy, and protect Active Directory Domain Services for Windows Server 2022, 3rd Edition", Dishan Francis,1801070393,978-1801070393,2021-11-30,3,No,No,4.8,68,$51.99,,,,,,,,,,,,,,
Windows Server 2019 Administration Fundamentals,"A beginner's guide to managing and administering Windows Server environments, 2nd Edition",Bekim Dauti,1838550917,978-1838550912,2019-10-11,2,No,No,4.4,74,$39.99,,,,,,,,,,,,,,
Windows 11 For Dummies,,Andy Rathbone,1119846471,978-1119846475,2021-11-05,1,Yes,No,4.4,952,$16.69,,,,,,,,,,,,,,
Configuring Windows Server Hybrid Advanced Services Exam Ref AZ-801,"Configure advanced Windows Server services for on-premises, hybrid, and cloud environments",Chris Gill ,1804615099,978-1804615096,2023-04-28,1,No,No,5,2,$44.99,,,,,,,,,,,,,,
Windows 11 for Seniors in easy steps,, Michael Price ,1840789336,978-1840789331,2022-12-20,4,No,No,3.8,17,$15.99,,,,,,,,,,,,,,
Microsoft Certified Azure Data Fundamentals (Exam DP-900) Certification Guide,The comprehensive guide to passing the DP-900 exam on your first attempt,Marcelo Leite,1803240636,978-1803240633,2022-11-25,1,No,No,4.3,16,$44.99,,,,,,,,,,,,,,
Microsoft Power Platform Enterprise Architecture,"Design tailor-made solutions for architects and decision makers to meet complex business requirements, 2nd Edition",Robert Rybaric ,1804612634,978-1804612637,2023-01-31,2,No,No,4.6,21,$49.99,,,,,,,,,,,,,,
Microsoft Cybersecurity Architect Exam Ref SC-100,Get certified with ease while learning how to develop highly effective cybersecurity strategies,Dwayne Natwick,1803242396,978-1803242392,2023-01-06,1,No,No,5,5,$41.99,,,,,,,,,,,,,,
SharePoint Architect's Planning Guide,Create reusable architecture and governance to support collaboration with SharePoint and Microsoft 365, Patrick Tucker,1803249366,978-1803249360,2022-08-30,1,No,No,4.8,12,$34.99,,,,,,,,,,,,,,
Hands-On Microsoft Teams," practical guide to enhancing enterprise collaboration with Microsoft Teams and Microsoft 365, 2nd Edition ", Joao Ferreira,1801075271,978-1801075275,2021-12-15,2,No,No,4.4,33,$41.99,,,,,,,,,,,,,,
Microsoft 365 Fundamentals Guide,Over 100 tips and tricks to help you get up and running with M365 quickly, Gustavo Moraes,1801070199,978-1801070195,2022-05-27,1,No,No,4.5,4,$24.99,,,,,,,,,,,,,,
Adversarial Tradecraft in Cybersecurity,Offense versus defense in real-time computer conflict,Dan Borges,1801076200,978-1801076203,2021-06-14,1,No,No,4.7,113,$36.77,,,,,,,,,,,,,,
CompTIA Security+,"Y0-601 Certification Guide: Complete coverage of the new CompTIA Security+ (SY0-601) exam to help you pass on the first attempt, 2nd Edition", Ian Neil ,1800564244,978-1800564244,2020-12-24,2,No,No,4.6,1615,$35.99,,,,,,,,,,,,,,
Practical Threat Intelligence and Data-Driven Threat Hunting,A hands-on guide to threat hunting with the ATT&CK™ Framework and open source tools, Valentina Costa-Gazcón,1838556370,978-1838556372,2021-02-12,1,No,No,4.7,142,$41.99,,,,,,,,,,,,,,
Terraform for Google Cloud Essential Guide,Learn how to provision infrastructure in Google Cloud securely and efficiently,Bernd Nordhausen,1804619620,978-1804619629,2023-01-13,1,No,No,4.8,5,$39.99,,,,,,,,,,,,,,
COMPTIA SECURITY+SY0-601,A complete SY0-601 training and certification guide to start your cyber security career, Liam Smith,,979-8420040331,2022-02-20,1,No,No,4.8,8,$18.90,,,,,,,,,,,,,,
PHP and Algorithmic Thinking for the Complete Beginner (2nd Edition),Learn to Think Like a Programmer, Aristides S Bouras,,,,1,No,No,,,,,,,,,,,,,,,,,
Developing Solutions for Microsoft Azure AZ-204 Exam Guide,Discover the essentials for success when developing and maintaining cloud-based solutions on Azure, Paul Ivey,1803237066,978-1803237060,2022-10-19,1,No,No,4.7,13,$49.99,,,,,,,,,,,,,,
PowerShell for Beginners,The Complete Guide to Master Windows PowerShell Scripting,Chase Clarke,,979-8622958502,2020-03-09,1,No,No,3.6,95,$12.95,,,,,,,,,,,,,,
MDM,"Fundamentals, Security, and the Modern Desktop: Using Intune, Autopilot, and Azure to Manage, Deploy, and Secure Windows 10",Jeremy Moskowitz,1119564328,978-1119564324,2019-07-12,1,No,No,4.6,117,$39.25,,,,,,,,,,,,,,
Learning Microsoft Intune,Unified Endpoint Management with Intune & the Microsoft 365 product suite (2023 Edition),Scott Duffey,0645127965,978-0645127966,2023-01-06,2,No,No,4.8,32,$26.99,,,,,,,,,,,,,,
Mastering Microsoft Endpoint Manager,"Deploy and manage Windows 10, Windows 11, and Windows 365 on both physical and cloud PCs",Christiaan Brinkhoff,1801078998,978-1801078993,2021-10-07,1,No,No,4.7,108,$40.63,,,,,,,,,,,,,,
Securing Microsoft 365,2nd Edition. Defending against the top Cybersecurity threats in Microsoft 365, Joe Stocker,1956630198,978-1956630190,2022-09-26,1,No,No,4.7,22,$25.48,,,,,,,,,,,,,,
Official Google Cloud Certified Associate Cloud Engineer Study Guide,, Dan Sullivan,1119564417,978-1119564416,2019-04-16,1,No,No,4.5,573,$50.00,,,,,,,,,,,,,,
PHP and Algorithmic Thinking for the Complete Beginner (2nd Edition),Learn to Think Like a Programmer, Aristides S Bouras ,,979-8657362534,2020-07-03,1,No,No,4.7,13,$39.99,,,,,,,,,,,,,,
GitHub For Dummies,,Sarah Guthals,1119572673,978-1119572671,2019-05-29,1,No,No,4.3,132,$20.49,,,,,,,,,,,,,,
"xchg rax,rax",, xorpd,1502958082,978-1502958082,2014-12-09,1,No,No,4.6,273,$10.00,,,,,,,,,,,,,,
Introduction to Computer Organization,An Under the Hood Look at Hardware and x86-64 Assembly,Robert Plantz,1718500092,978-1718500099,2022-01-25,1,No,No,4.6,6,$41.99,,,,,,,,,,,,,,
Assembly x64 in easy steps,"Modern coding for MASM, SSE & AVX",Mike McGrath,1840789522,978-1840789522,2021-11-09,1,No,No,4.4,40,$4.79,,,,,,,,,,,,,,
HTML5 and CSS3 All-in-One For Dummies,,Andy Harris,,978-1118289389,2014-01-08,3,No,No,4.6,518,$39.99,,,,,,,,,,,,,,
The Ghidra Book,The Definitive Guide,Chris Eagle,1718501021,978-1718501027,2020-09-01,1,No,No,4.8,170,$44.10,,,,,,,,,,,,,,
Raspberry Pi Operating System Assembly Language,,Bruce Smith,0648098737,978-0648098737,2021-03-18,1,No,No,4.4,36,$19.99,,,,,,,,,,,,,,
MIPS Assembly Language Programming,,Robert Britton Professor Emeritus,0131420445,978-0131420441,2003-05-28,1,No,No,4.3,49,$87.77,,,,,,,,,,,,,,
Retro Game Dev: C64 Edition (RetroGameDev),,Derek Morris,692980652,978-0692980651,2017-11-28,1,No,No,4.3,330,$16.99,,,,,,,,,,,,,,
"The Art of 64-Bit Assembly, Volume 1",x86-64 Machine Organization and Programming,Randall Hyde,1718501080,978-1718501089,2021-11-30,1,No,No,4.2,32,$50.47,,,,,,,,,,,,,,
Learn Multiplatform Assembly Programming with ChibiAkumas,Volume 2!,Keith 'Akuyou',,979-8428314304,2022-03-17,1,No,No,4.8,31,$18.99,,,,,,,,,,,,,,
Assembly Language for x86 Processors,,Kip Irvine,133769402,978-0133769401,2014-03-11,7,No,No,4.4,188,$19.90,,,,,,,,,,,,,,
Programming the 65816,"Including the 6502, 65C02, and 65802",David Eyes,0893037893,978-0893037895,2015-11-04,1,No,No,4.3,54,$45.45,,,,,,,,,,,,,,
"The IDA Pro Book, 2nd Edition",The Unofficial Guide to the World's Most Popular Disassembler,Chris Eagle,1593272898,978-1593272890,2011-07-14,2,No,No,4.4,78,$66.45,,,,,,,,,,,,,,
Making Games for the Atari 2600,,Steven Hugg,1541021304,978-1541021303,2016-12-22,1,No,No,4.6,108,$29.99,,,,,,,,,,,,,,
Python All-In-One For Dummies,,John C. Shovic,1119557593,978-1119557593,2019-05-07,1,No,No,4.5,288,$5.51,,,,,,,,,,,,,,
Learn Multiplatform Assembly Programming with ChibiAkumas!,,Keith 'Akuyou',,979-8847743914,2022-11-05,1,No,No,4.6,147,$9.99,,,,,,,,,,,,,,
Basic IBM Mainframe Assembly Language Programming,,Kevin C O'Kane,146357875X,978-1463578756,2011-06-21,1,No,No,4.1,27,$15.99,,,,,,,,,,,,,,
RISC-V Assembly Language,,Anthony J. Dos Reis,1088462006,978-1088462003,2019-08-12,1,No,No,4.4,60,$19.89,,,,,,,,,,,,,,
ARM Assembly Language Programming with Raspberry Pi using GCC,,Sepehr Naimi,197005400X,978-1970054002,2018-11-27,1,No,No,4.6,37,$21.00,,,,,,,,,,,,,,
Embedded Systems with ARM Cortex-M Microcontrollers in Assembly Language and C,Third Edition,Yifeng Zhu,982692668,978-0982692660,2017-07-01,3,No,No,4.3,155,$59.50,,,,,,,,,,,,,,
"The Art of Assembly Language, 2nd Edition Second Edition",,Randall Hyde,1593272073,"978-1593272074

",,2,No,No,3.9,70,$55.75,,,,,,,,,,,,,,
Bare Metal C,Embedded Programming for the Real World,Stephen Oualline,1718501625,978-1718501621,2022-08-02,1,No,No,3.9,9,$34.49,,,,,,,,,,,,,,
ChatGPT & Social Media Marketing,The Ultimate Guide to Succeeding on Social Media. Discover how Artificial Intelligence can make you the world's best Social Media Manager.,Ryan Turner,,979-8377429050,2023-02-14,1,No,No,4.6,234,$14.49,,,,,,,,,,,,,,
The Art of Prompt Engineering with chatGPT,A Hands-On Guide (Learn AI Tools the Fun Way!),Nathan Hunter,1739296710,978-1739296711,2023-01-19,1,No,No,4,100,$19.82,,,,,,,,,,,,,,
GPT Chat Become a Millionaire,Capture the AI GPT Chat Market and Become a Millionaire,QUINN BURNS,,979-8394161452,2023-05-11,1,No,No,4.9,580,$12.29,,,,,,,,,,,,,,
THE GPT,Unleash the Power of Al for Unlimited Creativity and Make Money Online Easily,Elias Coleman,,979-8388993472,2023-03-29,1,No,No,4.9,430,$19.97,,,,,,,,,,,,,,
The AI Revolution in Medicine,GPT-4 and Beyond,Peter Lee,138200130,978-0138200138,2023-05-06,1,No,No,4.5,40,$26.99,,,,,,,,,,,,,,
Age of Invisible Machines,A Practical Guide to Creating a Hyperautomated Ecosystem of Intelligent Digital Workers,Robb Wilson,1119899923,978-1119899921,2022-09-27,1,No,No,4.4,84,$24.49,,,,,,,,,,,,,,
The Age of AI,And Our Human Future,Henry A Kissinger,316273996,978-0316273992,2022-11-01,1,No,No,4.2,1217,$13.99,,,,,,,,,,,,,,
OPTIONS TRADING,The Complete Crash Course for Beginners to Learn How to Trade Like a Pro Using The Best Strategies to Maximize Your Profit | Reduce Risk of Loss As a Top 1% Trader,Noah Smith,,979-8372672925,2023-01-05,1,Yes,No,4.7,1776,$20.67,,,,,,,,,,,,,,
The 3 Best Options Strategies For Beginners,"The Ultimate Guide To Making Extra Income On The Side By Trading Covered Calls, Credit Spreads & Iron Condors",Freeman Publications,,979-8730629646,2021-03-30,1,No,No,4.5,185,$20.70,,,,,,,,,,,,,,
Cryptocurrency Investing,Step-By-Step Guide to Benefit from Crypto by Investing Long Term and Trading Short Term Following the Smart Money Strategies on DeFi Blockchains,John Bax,,979-8392886197,2023-04-28,1,No,No,4.8,154,$15.95,,,,,,,,,,,,,,
Backstage Guide to Real Estate,"Produce Passive Income, Write Your Own Story, and Direct Your Dollars Toward Positive Change",Matt Picheny,1737538407,978-1737538400,2022-02-09,1,No,No,4.9,66,$19.99,,,,,,,,,,,,,,
The Ultimate Vacation Rental Handbook,Lessons learned scaling from 1 short term rental to over 40,Jon Ballard,,979-8391346616,2023-04-14,1,No,No,4.5,11,$18.70,,,,,,,,,,,,,,
Rental Property Strategies,"The Best Ways To Invest In Real Estate To Achieve Financial Freedom In A Few Years (Real Estate Investing - Financial Freedom, Passive Income, Wealth, and Early Retirement)",Michael Steven,,979-8538850907,2021-07-16,1,No,No,4.5,106,$19.63,,,,,,,,,,,,,,
The Book on Tax Strategies for the Savvy Real Estate Investor,"Powerful techniques anyone can use to deduct more, invest smarter, and pay far less to the IRS! (Tax Strategies, 1)",Amanda Han,990711765,978-0990711766,2016-02-18,1,No,No,4.7,1319,$19.79,,,,,,,,,,,,,,
Recession-Proof Real Estate Investing,How to Survive (and Thrive!) During Any Phase of the Economic Cycle,J Scott,1947200062,978-1947200067,2019-03-28,1,No,No,4.7,236,$17.49,,,,,,,,,,,,,,
Retire Rich with Rentals,How to Enjoy Ongoing Cash Flow From Real Estate...So You Don't Have to Work Forever,Kathy Fettke,1500881589,978-1500881580,2014-11-04,1,No,No,4.5,193,$19.99,,,,,,,,,,,,,,
"Mindset, Methods & Metrics",Winning as a Modern Real Estate Agent,Brandon Doyle,1548351431,978-1548351434,2016-06-28,1,No,No,4.4,48,$19.95,,,,,,,,,,,,,,
The Legend of Zelda,Breath of the Wild-Creating a Champion Hero's Edition,Nintendo,1506710115,978-1506710112,2018-11-20,1,no,No,4.9,6792,$60.36,,,,,,,,,,,,,,
"Rosetta Stone Spanish - English Picture Dictionary | Learn Español for Kids and Beginners with 500 Bilingual Words and Useful Phrases | Basic Spanish Vocabulary, Numbers, Colors, Animals, Foods & More",,Rosetta Stone,1947569597,978-1947569591,2022-10-30,1,no,No,4.7,65,$10.76,,,,,,,,,,,,,,
(ISC)2 CISSP Certified Information Systems Security Professional Official Study Guide & Practice Tests Bundle,,Mike Chapple,1119790026,978-1119790020,2021-07-07,3,no,No,4.8,997,$54.68,,,,,,,,,,,,,,
Chat GPT Bible - 10 Books in 1,"Everything You Need to Know about AI and Its Applications to Improve Your Life, Boost Productivity, Earn Money, Advance Your Career, and Develop New Skills.",Codi Byte,,979-8393844097,2023-05-07,1,Yes,No,5,"1,445",$19.99,,,,,,,,,,,,,,
Cold Start Problem,,Andrew Chen,,979-8200747054,2021-12-07,1,no,No,4.5,"1,023",$46.99,,,,,,,,,,,,,,
Start with Why,How Great Leaders Inspire Everyone to Take Action,Simon Sinek,,978-1591846444,2011-12-27,1,Yes,No,4.6,"34,293",$9.99,,,,,,,,,,,,,,
The ChatGPT Millionaire: Making Money Online has never been this EASY,,Neil Dagger,,979-8374102581,2023-01-19,1,Yes,No,4.3,"1,021",$12.99,,,,,,,,,,,,,,
Building a StoryBrand,Clarify Your Message So Customers Will Listen,Donald Miller,,978-1400201839,2017-10-10,1,Yes,No,4.7,"9,112",$15.00,,,,,,,,,,,,,,
Digital Marketing Mastery with ChatGPT,The Ultimate AI-Driven Guide,Robert Testa,,979-8390257203,2023-04-05,1,no,No,5,3,$13.22,,,,,,,,,,,,,,
Excel Formulas (Quick Study Computer),,Inc. BarCharts,1423221699,978-1423221692,2013-12-31,1,Yes,No,4.5,"2,925",$5.95,,,,,,,,,,,,,,
"One Million Followers, Updated Edition",How I Built a Massive Social Following in 30 Days,Brendan Kane,195066547X,978-1950665471,2020-11-03,1,no,No,4.4,"1,870",$24.26,,,,,,,,,,,,,,
The Phoenix Project,"A Novel about IT, DevOps, and Helping Your Business Win 5th Anniversary Edition",Gene Kim,1942788290,978-1942788294,2018-02-27,5,no,No,4.6,"19,511",$17.37,,,,,,,,,,,,,,
Palo Alto,"A History of California, Capitalism, and the World",Malcolm Harris,316592013,978-0316592017,2023-02-14,1,yes,No,3.7,120,$29.71,,,,,,,,,,,,,,
Designing Machine Learning Systems,An Iterative Process for Production-Ready Applications,Chip Huyen,1098107969,978-1098107963,2022-06-21,1,no,No,4.7,282,$36.49,,,,,,,,,,,,,,
WINDOWS 11 USER GUIDE,"An Easy, Step-By-Step Guide On Mastering The Usage Of Windows 11. Learn The Best Tips & Tricks, And Discover The Most Useful Secrets To Get The Max Out Of Your Pc",Elias Coleman,,979-8378179855,2023-02-19,1,no,No,4.9,605,$18.68,,,,,,,,,,,,,,
Excel All-in-One For Dummies (For Dummies (Computer/Tech)),,Paul McFedries,1119830729,978-1119830726,2021-12-14,1,no,No,4.4,532,$26.49,,,,,,,,,,,,,,
Social Media Marketing Workbook,"How to Use Social Media for Business (2023 Marketing - Social Media, SEO, & Online Ads Books)",Jason McDonald Ph.D.,,979-8368326504,2022-12-13,1,yes,No,4.3,222,$35.04,,,,,,,,,,,,,,
Excel Tips & Tricks (Quick Study Computer),,Inc. BarCharts,1423205421,978-1423205425,2008-11-18,1,yes,No,4.5,"2,185",$5.95,,,,,,,,,,,,,,
The Amazon Self Publisher,How to Sell More Books on Amazon,Dale L. Roberts,1950043258,978-1950043255,2021-01-19,1,no,No,4.7,34,$24.99,,,,,,,,,,,,,,
Expert Secrets,The Underground Playbook for Converting Your Online Visitors into Lifelong Customers,Russell Brunson,,978-9391067922,2020-06-23,1,no,No,4.7,"1,564",$17.31,,,,,,,,,,,,,,
YouTube Secrets,The Ultimate Guide to Growing Your Following and Making Money as a Video Influencer,Sean Cannell,1544511817,978-1544511818,2018-08-16,1,no,No,4.6,"3,145",$13.69,,,,,,,,,,,,,,
Build,An Unorthodox Guide to Making Things Worth Making,Tony Fadell,63046067,978-0063046061,2022-05-03,1,no,No,4.7,"2,018",$21.49,,,,,,,,,,,,,,
Good Power,"Leading Positive Change in Our Lives, Work, and World",Ginni Rometty,1647823226,978-1647823221,2023-03-07,1,no,No,4.4,151,$17.99,,,,,,,,,,,,,,
The Day Google Disappeared:,Understanding the State of the World without Google,Reynold J. Branche BSc MBA,9769708585,978-9769708587,2023-05-07,1,no,No,0,0,$15.95,,,,,,,,,,,,,,
Search Engine Artistry:,A User's Guide to Optimizing Your Web Searches,Reynold J. Branche BSc MBA,9769708542,978-9769708549,2023-04-25,1,no,No,0,0,$15.95,,,,,,,,,,,,,,
West with Giraffes:,A Novel,Lynda Rutledge,1542023343,"978-1542023344
",2021-02-01,1,no,No,4.7,71271,$12.99,,,,,,,,,,,,,,
Building a StoryBrand:,Clarify Your Message So Customers Will Listen,Donald Miller,718033329,978-0718033323,2017-10-10,1,no,No,4.7,9112,$15.00,,,,,,,,,,,,,,
Fanatical Prospecting:,"The Ultimate Guide to Opening Sales Conversations and Filling the Pipeline by Leveraging Social Selling, Telephone, Email, Text, and Cold Calling (Jeb Blount)",Jeb Blount,1119144752,978-1119144755,2015-10-05,1,no,No,4.7,4258,$21.99,,,,,,,,,,,,,,
JavaScript Simplified:,"The computer language book reinvented, with free interactive exercises and ChatGPT coaching",Mark Myers,,978-1119144755,2023-05-09,1,no,No,5,1,$19.95,,,,,,,,,,,,,,
Facebook for Seniors in easy steps,,David Crookes,1840789220,978-1840789225,2020-12-24,1,no,No,4.1,53,$13.99,,,,,,,,,,,,,,
Cloud Governance:,Basics and Practice (Professors of Practice) (Issn),Steven Mezzio,3110755262,978-3110755268,2022-12-05,1,no,No,5,4,$29.99,,,,,,,,,,,,,,
YouTube Secrets:,The Ultimate Guide to Growing Your Following and Making Money as a Video Influencer,Sean Cannell,1544511817,978-1544511818,2018-08-16,1,no,No,4.6,3145,$13.69,,,,,,,,,,,,,,
Dotcom Secrets:,The Underground Playbook for Growing Your Company Online with Sales Funnels,Russell Brunson,9391067301,978-9391067304,2020-06-23,1,no,No,4.7,1938,$17.99,,,,,,,,,,,,,,
Position Your Brand:,Shopify Made Easy [2022] (Ecommerce Online Store Tool Kit),Veronica Jeans,,979-8835883479,2022-06-13,1,no,No,4.6,6,$29.99,,,,,,,,,,,,,,
"Deep Learning with Python, Second Edition",,Francois Chollet,1617296864,978-1617296864,2021-12-21,2,no,No,4.7,254,$47.99,,,,,,,,,,,,,,
Practical Statistics for Data Scientists:,50+ Essential Concepts Using R and Python,Peter Bruce,149207294X,978-1492072942,2020-06-16,2,no,No,4.6,700,$38.49,,,,,,,,,,,,,,
Learning JavaScript Design Patterns:,A JavaScript and React Developer's Guide,Addy Osmani,1098139879,978-1098139872,2023-06-06,2,no,No,,,$59.39,,,,,,,,,,,,,,
Articulating Design Decisions:,"Communicate with Stakeholders, Keep Your Sanity, and Deliver the Best User Experience",Tom Greever,1492079227,978-1492079224,2020-09-08,2,no,No,4.7,338,$28.49,,,,,,,,,,,,,,
Deep Learning for Coders with Fastai and PyTorch:,AI Applications Without a PhD,Jeremy Howard,1492045527,978-1492045526,2020-08-25,1,no,No,4.8,458,$38.49,,,,,,,,,,,,,,
"Princeton Review AP Computer Science Principles Prep, 2023",3 Practice Tests + Complete Content Review + Strategies & Techniques (College Test Preparation),,593450736,978-0593450734,2022-08-02,1,YES,NO,4.4,36,$15.99,,,,,,,,,,,,,,
"Princeton Review AP World History: Modern Premium Prep, 2023",6 Practice Tests + Complete Content Review + Strategies & Techniques (College Test Preparation),The Princeton Review,593450949,978-0593450949,2022-08-02,1,Yes,No,4.6,136,$21.99,,,,,,,,,,,,,,
